?,a,b,c,d,e,f,g,h,k,l,m,n,o,p,r,s,t,u,v,w,x,y
True,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,False,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,True,False,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
False,False,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,False,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
False,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,True,False,False,False
True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,True,False,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,True
False,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
False,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True
False,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,True,False
False,False,False,True,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
False,True,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,True,False,True,True,True,False
False,False,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True
True,False,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,True,False,True,True,False,False
True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False
False,False,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
False,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,True,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
False,True,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,False,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False
True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,True,False,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,False,False,False,False,False,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,False,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,True,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,True,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
False,False,True,True,True,True,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,False,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
False,True,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
False,False,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True
True,False,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,True,False,True,True,False,True
True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,True,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True
True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
False,False,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False
True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,True,False,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,True,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,False
True,True,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False
False,False,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,False,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,True
False,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,True,True,False,True
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True
True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False
False,True,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,True
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,True,True
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False
True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,True,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,True,True,False,False
True,False,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True,True,False
False,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,True
True,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True
